index	Species	Perc.Diff	Avrg.Length	Avrg.GC	No.Chrs	Pvalues	Ratio	GenomeGC	PropDiff pvals	N50	MajorClade	Family	Genus	Avrg.TmProp	Avrg.ShuffledTmProp	DiffPropRealShuffled	Real TM>0	Shuffled TM>0	Hydro	Sh.Hydro	Pval_hydro	Hydro_dif	Diff.TmProp	T_content	3cod_perc.diff	3cod_prop_diff	6cod_perc.diff	6cod_prop_diff	edge_perc.diff_y	edge_tm_prop	edge_shuffled_tm_prop	edge_prop_diff_y	edge_tm>0	edge_shuffled_tm>0
13	candida_boidinii_JCM9604	15.296719498709932	1397.5521562845554	0.2930730198934189	25	80.86512583958853	1.2197511252316655	30.77	103.31061154115594	3291297	Pichiaceae	Pichiaceae	Candida	0.2305304612155957	0.1840387222334129	0.046491738982182784	84.9060081091043	69.60928861039439	0.20775760965720608	0.2825590702174719	59.84005667820693	-0.07480146056026582	0.046491738982182784	0.3623031146116155	16.150247740440722	0.05644799357845984	13.035040367168833	0.04694837696587148	6.836504353434371	0.22985073593497965	0.20371822343920543	0.026132512495774224	53.7084811351177	46.87197678168333
14	candida_carpophila	4.471713810316143	353.8926788685524	0.4302164129784803	10	8.507214030348251	1.3194650817236258	47.44	5.648595654352483	1643132	CUG-Ser1	Debaryomycetaceae	Candida	0.04259093666348604	0.0336694672101236	0.008921469453362441	18.46921797004992	13.997504159733774	-0.02072736896838595	-0.02314843178036612	0.09173394550937394	0.002421062811980163	0.008921469453362441	0.2927119833570268	8.317356101940911	0.018297149932274145	7.776478215525267	0.01801878609653964	4.545454545454545	0.046720449482206106	0.03289235228127515	0.013828097200930957	13.563049853372434	9.017595307917889
15	candida_dubliniensis	11.842794759825333	836.3219213973799	0.29858844820104713	8	38.88299826620172	1.2053923053620117	33.25	37.91209758302932	2267510	CUG-Ser1	Debaryomycetaceae	Candida	0.1929596399097267	0.16107036541509545	0.03188927449463125	69.50218340611355	57.659388646288214	0.1374638691703058	0.265266435633188	81.40256407655188	-0.12780256646288218	0.03188927449463125	0.35869181178246057	21.24017467248909	0.07797902184967835	15.563318777292588	0.06007346646550937	9.427609427609426	0.17356027819168574	0.1464979992286281	0.02706227896305763	44.68494468494468	35.25733525733526
16	candida_glabrata	11.060274517604933	772.8213646309928	0.3475325481353412	13	28.05983839305993	1.2246464646464643	38.65	21.57733986692825	1100349	Saccharomycetaceae	Saccharomycetaceae	Candida	0.1355505123840617	0.11134806369839148	0.024202448685670244	60.29441018500099	49.23413566739606	0.12155827869504678	0.14821143982494556	7.47363873872529	-0.02665316112989878	0.024202448685670244	0.3322968154107865	11.995225780783766	0.031057515567133775	9.667793912870494	0.024368285549939545	5.054945054945051	0.11938806185647592	0.10447372623255392	0.014914335623921998	32.527472527472526	27.472527472527474
17	candida_homilentoma	5.735238811583301	579.6103798420459	0.4422211698052008	8	11.637775498973902	1.285313376987839	49.52	0.8656615273125805	1810771	CUG-Ser1	Debaryomycetaceae	Hyphopichia	0.04782869266703329	0.045170178995774	0.0026585136712592924	25.83678074464084	20.10154193305754	-0.06949678883038722	-0.06652665475742756	0.209418480868914	-0.002970134072959679	0.0026585136712592924	0.2839846470273977	11.752538548326438	0.01781737607472818	10.116585182399398	0.01605069614909635	1.2080536912751683	0.048258895003030905	0.04469697619743101	0.0035619188055998965	13.422818791946309	12.21476510067114
18	candida_infanticola	1.7885442608105038	362.88046185193565	0.4108653216477748	13	1.959422777850068	1.159274193548387	48.32	0.6861494499266851	2571092	Dipodascaceae/Trichomonascaceae	Dipodascaceae	Wickerhamiella	0.02984281976614738	0.027538155717670137	0.002304664048477248	13.017885442608106	11.229341181797599	0.07880265768621221	0.05212480688249936	1.702121667314837	0.026677850803712856	0.002304664048477248	0.30588071699313485	1.7155071866624638	0.0029879247281456483	2.462959055292135	0.003245491652812269	0.677966101694917	0.040474159917898156	0.03779559938752415	0.002678560530374005	11.949152542372882	11.271186440677965
19	candida_intermedia	3.4877283631666387	699.4650304484222	0.3842714663093916	12	3.744331669016295	1.099526066350711	43.48	0.07356765860503171	2029102	CUG-Ser1	Metschnikowiaceae	Candida	0.0660235145291841	0.06639225504305199	-0.0003687405138678851	38.53109429784093	35.043365934674284	-0.00878060638494186	0.06103224543273681	26.104864971944146	-0.06981285181767867	-0.0003687405138678851	0.3135834071876181	13.36039859752722	0.02272450203780642	12.142461708802367	0.020703753696350184	-0.09925558312655092	0.05438834350732246	0.054756909268569964	-0.0003685657612475038	15.384615384615385	15.483870967741936
20	candida_orthopsilosis	3.3850493653032387	630.4031835583316	0.34290548839037605	8	3.2139206200216823	1.089124668435013	37.46	0.6030496767098452	1644167	CUG-Ser1	Debaryomycetaceae	Candida	0.086137102468176	0.08338453776018112	0.00275256470799487	41.366109208140244	37.981059842837	0.12308582147894412	0.17041722345355678	7.0393402483451055	-0.04733140197461265	0.00275256470799487	0.3372305973264641	9.248438444489217	0.02483523332949444	8.764859963731611	0.021885939543349248	1.3049450549450583	0.08681608178069486	0.08582113057257988	0.0009949512081149775	24.141483516483518	22.83653846153846
21	candida_parapsilosis	5.826558265582656	677.8681765389082	0.3577329539015695	8	8.74154988352959	1.154915079773546	38.72	5.767871294015262	2091826	CUG-Ser1	Debaryomycetaceae	Candida	0.09173762835998477	0.08107796506450803	0.010659663295476726	43.43786295005807	37.61130468447541	0.05038785753000375	0.1300709070847846	23.89061912779697	-0.07968304955478088	0.010659663295476726	0.3287412249584235	14.744736134956426	0.04040727125865202	11.395268564772492	0.033783016234151045	3.4419176398279028	0.08471878447836653	0.07728720259376343	0.007431581884603106	24.0319606637984	20.590043023970498
22	candida_sojae	11.195562859490552	699.8214872637634	0.2883104088589745	411	29.027271671877628	1.2013298854820835	32.37	25.01770904834714	56392	CUG-Ser1	Debaryomycetaceae	Candida	0.18779463094878904	0.16078295034291198	0.027011680605877025	66.80361544782252	55.608052588331965	0.14752864297452736	0.25680939071487235	49.42275834911264	-0.10928074774034502	0.027011680605877025	0.36201977338891705	18.500797097688803	0.06678259180786096	14.694995822231078	0.05476305757987378	10.087445346658342	0.17825021687365572	0.14762982613437248	0.030620390739283243	46.12742036227358	36.03997501561524
23	candida_sorboxylosa	9.744298548721495	436.25120939875603	0.3708958144130963	29	14.657313656204293	1.359235668789809	39.76	10.829208917152968	1238071	Pichiaceae	Saccharomycetales incertae sedis	Candida	0.09462703868556513	0.07310372163077414	0.021523317054790967	36.869384934346925	27.12508638562543	0.04045093987560471	0.09939334796129932	8.235196881638831	-0.05894240808569461	0.021523317054790967	0.32161524979948986	10.910173043576098	0.024902662083106108	9.492959078833618	0.024059601654287263	1.378676470588232	0.07617923605927457	0.07295425051794502	0.0032249855413295503	21.415441176470587	20.036764705882355
24	candida_succiphila	14.413364413364413	544.289627039627	0.37245004529475134	17	52.56709649265176	1.5214335910049193	41.12	26.89511621086591	1360171	Pichiaceae	Pichiaceae	Candida	0.09793951048347142	0.07251869567662438	0.025420814806847047	42.055167055167054	27.64180264180264	0.04100603632478639	0.0942126128593626	13.605694699115407	-0.05320657653457622	0.025420814806847047	0.3204382485173857	17.34174175887795	0.03576755085115446	15.845724661539695	0.032877710320275824	5.087987758224944	0.08680613980826614	0.07011373857191151	0.016692401236354626	23.4123947972456	18.324407039020656
25	candida_tanzawaensis	1.1953752694493431	773.3392122281012	0.4411726475740038	14	0.7384603769601322	1.0447214076246334	45.34	0.2695335638470754	1512535	CUG-Ser1	Debaryomycetaceae	Suhomyces	0.04329928923039439	0.04430016958374512	-0.0010008803533507332	27.92475014697237	26.729374877523032	-0.06115608367626895	-0.06539447579855014	0.35638716623094857	0.004238392122281186	-0.0010008803533507332	0.28394674852269136	8.093278463648835	0.010766649195522324	7.0154810895551645	0.009937684870037268	0.9764758100310686	0.03417156010822715	0.030864494350238962	0.003307065757988191	9.85352862849534	8.877052818464271
26	candida_tenuis	-0.7875647668393775	368.8744041450777	0.38617222653104505	23	0.4613833205261857	0.9612244897959183	42.92	2.1073348507398504	1222892	CUG-Ser1	Debaryomycetaceae	Yamadazyma	0.04412496590870416	0.04990111842707149	-0.005776152518367328	19.523316062176164	20.310880829015538	0.047816957098445585	0.0666509629015547	1.4506441220516963	-0.018834005803109115	-0.005776152518367328	0.3136359144957634	5.1339318614712095	0.008581276906347697	2.8324597486783425	0.0017438322144013169	1.544401544401543	0.05097789059502984	0.04738773908274032	0.003590151512289523	14.864864864864865	13.320463320463322
27	candida_tropicalis	12.599653379549384	779.9136915077991	0.2941110554285435	22	43.46665222311246	1.2264092183120523	33.15	46.54283901263607	1654078	CUG-Ser1	Debaryomycetaceae	Candida	0.18899006018636846	0.15431120331775636	0.03467885686861208	68.24956672443672	55.64991334488735	0.14063453882149074	0.26462380000000124	80.37858752163969	-0.12398926117851047	0.03467885686861208	0.3604524697764647	21.47313691507798	0.07586418911447604	16.481802426343144	0.0625219515191077	10.401831129196339	0.17666759218671615	0.15033461033097217	0.02633298185574398	46.08341810783316	35.68158697863682
28	candida_versatilis	5.8196107784431135	340.21482035928136	0.3811145578755429	17	11.591123440206662	1.2723292469352014	45.04	11.901589902073159	2231275	Dipodascaceae/Trichomonascaceae	Dipodascaceae	Wickerhamiella	0.06884637098671546	0.052599860876951864	0.0162465101097636	27.189371257485032	21.369760479041915	0.08809885684880216	0.09981136601796416	0.7878324330845412	-0.011712509169162014	0.0162465101097636	0.3170898897162013	4.673930493869083	0.01017566269601463	3.944003486569813	0.010286562499378515	0.9602194787379936	0.06072403264687092	0.05771076697675703	0.003013265670113889	17.55829903978052	16.598079561042525
29	clavispora_lusitaniae	7.33491498616054	725.4009489916963	0.4043275260137564	9	13.508020825060965	1.2153221125943123	44.5	2.0379023567577903	1874050	CUG-Ser1	Metschnikowiaceae	Clavispora	0.06957928719624144	0.06449134896720478	0.005087938229036665	41.39976275207592	34.06484776591538	-0.03058940154211155	0.02265138730723601	17.185409794523995	-0.05324078884934756	0.005087938229036665	0.3042437586016337	15.292167815367062	0.026013967448297586	12.641851359670866	0.02119834938337973	0.3557874762808382	0.059369094388488045	0.05920382684853796	0.00016526753995008137	16.57969639468691	16.22390891840607
30	cyberlindnera_fabianii_JCM3601	8.721751412429379	546.582627118644	0.4172891056528022	10	23.85858593248184	1.35565154787617	44.49	14.165983386961114	1964508	Phaffomycetaceae	Phaffomycetaceae	Cyberlindnera	0.07046319409635655	0.055530950617738835	0.014932243478617718	33.24505649717514	24.523305084745765	-0.046630449505649665	-0.012657575035310727	9.071009829727751	-0.033972874470338935	0.014932243478617718	0.29673195837698124	10.451977401129943	0.01943217127010337	10.045903954802265	0.01925864075798784	1.6715116279069768	0.05783118977852792	0.053428148915957235	0.0044030408625706854	16.061046511627907	14.38953488372093
31	cyberlindnera_jadinii	11.313605196679902	590.9534464092385	0.4172912939896153	63	38.695277588697536	1.4849187935034804	44.5	21.909125332092124	700888	Phaffomycetaceae	Phaffomycetaceae	Cyberlindnera	0.07102869159814063	0.0511916120819002	0.019837079516240426	34.644532659689645	23.330927463009747	-0.03944292980873342	0.006513169613857802	9.954531972355275	-0.04595609942259121	0.019837079516240426	0.2976179519397553	14.774473103652827	0.029144539003426582	12.753177308669972	0.02434602468881301	3.730272596843614	0.06971154908657479	0.05768029296369585	0.012031256122878933	19.727403156384504	15.99713055954089
32	debaryomyces_hansenii	0.9129213483146046	432.5229985955056	0.3089953420743544	7	0.4781463595278079	1.022118247554232	36.35	1.092950298300008	2007515	CUG-Ser1	Debaryomycetaceae	Debaryomyces	0.11088751553998814	0.11550954513410742	-0.004622029594119281	42.1875	41.2745786516854	0.22477238711376368	0.25037084410112354	3.7505209029287103	-0.025598456987359845	-0.004622029594119281	0.3538242256147589	3.650228551336149	0.004706225428571423	1.8745604781997187	0.002140692670129979	2.477477477477475	0.09436216556072939	0.08667172534803598	0.007690440212693411	25.765765765765764	23.28828828828829
33	dekkera_bruxellensis	13.388853299167195	651.8052530429212	0.3456293419605115	57	37.74427737100532	1.2934019653720168	39.94	29.183510769022664	1792735	Pichiaceae	Pichiaceae	Brettanomyces	0.14407722669761766	0.11511896133235412	0.028958265365263525	59.021994448003404	45.63314114883622	0.04498763591714708	0.1194497612641471	28.836936815976248	-0.07446212534700003	0.028958265365263525	0.3304733773863256	15.923703849712807	0.04095235147491842	12.184387610396572	0.030812761061647775	2.6203534430225517	0.10651373689699387	0.10015850405906067	0.006355232837933197	28.671541742839736	26.051188299817184
34	eremothecium_coryli	10.505287896592247	403.01175088131623	0.3758649552124228	19	24.27904154538859	1.3836909871244636	41.58	25.341368688217692	1035239	Saccharomycetaceae	Saccharomycetaceae	Eremothecium	0.09437461896975527	0.0655437801855604	0.028830838784194887	37.884841363102225	27.379553466509986	0.10714533137485296	0.09689395299647484	0.8132435962704755	0.010251378378378126	0.028830838784194887	0.3194618146446005	8.46063454759107	0.02131616329576745	6.251468860164515	0.013572242699372988	7.361516034985421	0.09137997660987089	0.06579238328458538	0.025587593325285513	25.94752186588921	18.58600583090379
35	eremothecium_cymbalariae	13.375651779641807	536.2110632509635	0.3646969629586114	8	36.37075060202099	1.3784477228992944	40.32	29.60019186895443	1193613	Saccharomycetaceae	Saccharomycetaceae	Eremothecium	0.11459589628131568	0.08353448708323576	0.031061409198079912	48.71911131262753	35.34345953298572	0.07475002312400816	0.10922244933121744	7.763930515750171	-0.03447242620720928	0.031061409198079912	0.3239719714259923	13.707773444146802	0.03279456975761341	11.054712219656999	0.02539069816124878	6.190061028770707	0.0990525143003566	0.07803079330160097	0.021021720998755627	27.506538796861378	21.31647776809067
36	eremothecium_gossypii	6.735026800279652	454.1857375903053	0.4812233939346712	7	18.056445911249707	1.602083333333333	51.79	10.992961500525176	1519140	Saccharomycetaceae	Saccharomycetaceae	Eremothecium	0.03974533196303154	0.02687277750905957	0.012872554453971969	17.92123048240503	11.18620368212538	-0.08707358960615233	-0.13791591843393158	9.390778473808778	0.05084232882777925	0.012872554453971969	0.2639412139580136	4.963877883943137	0.008601752843601691	5.56979725005826	0.011232898517543777	2.9038112522686017	0.03527613382205986	0.026499858606486893	0.008776275215572966	10.526315789473683	7.6225045372050815
37	eremothecium_sinecaudum	9.446788560712612	470.6378340365682	0.3514172329209473	8	18.597710909404345	1.2862215909090908	40.15	16.0408389147239	1398029	Saccharomycetaceae	Saccharomycetaceae	Eremothecium	0.10705205431027713	0.08290412439410857	0.024147929916168542	42.45194561650258	33.005157055789965	0.1637217878574781	0.1647737578527898	0.05182134873704308	-0.001051969995311708	0.024147929916168542	0.3328949571762816	8.618416894345486	0.01997670805989031	7.797783834556505	0.01814822646377852	4.233870967741936	0.0909720922375896	0.07590535968441182	0.01506673255317778	25.336021505376344	21.102150537634408
38	geotrichum_candidum	14.688502448083744	1291.4288367381396	0.4392518369703116	28	57.78795558536356	1.403899721448468	41.8	80.12532267642432	1159651	Dipodascaceae/Trichomonascaceae	Dipodascaceae	Geotrichum	0.08930553646408639	0.056061944832474495	0.03324359163161189	51.05520850920142	36.366706061117675	-0.14125195627215975	-0.07948667229444502	30.05789107917817	-0.061765283977714726	0.03324359163161189	0.28313867672498005	16.691295686089404	0.035798247946862365	13.126504336199224	0.03038308966008345	4.107077374404103	0.07269045782958548	0.06007212373464867	0.01261833409493681	20.44371103777044	16.33663366336634
39	hanseniaspora_uvarum	9.578079534432597	477.5659553831232	0.2712218117689844	136	17.90907434584546	1.178410117434508	32.57	14.455276003657193	251359	Saccharomycodaceae	Saccharomycodaceae	Hanseniaspora	0.18267236791131264	0.15960809866314754	0.023064269248165098	63.26382153249272	53.68574199806013	0.21858426018428687	0.3340098746362757	38.11652991999833	-0.11542561445198884	0.023064269248165098	0.3746968466111921	14.137183977907574	0.04911899718824125	10.207052973540767	0.03749168486208432	8.67507886435331	0.18399431916237355	0.16121767013777755	0.022776649024596002	49.158780231335435	40.483701366982125
40	hanseniaspora_valbyensis	9.07101167315176	429.92071984435796	0.17813546926752227	610	19.418754489495	1.133643855249015	26.71	24.89879911952569	332595	Saccharomycodaceae	Saccharomycodaceae	Hanseniaspora	0.3043483127228933	0.27144853156112314	0.03289978116177017	76.9455252918288	67.87451361867703	0.3312038978599219	0.520970251215954	92.42667429383005	-0.1897663533560321	0.03289978116177017	0.4197381471091279	12.912362648571062	0.07748189512371753	7.1576686714922895	0.0486939842581629	13.270440251572317	0.3101825799299813	0.26404410689450214	0.04613847303547913	73.89937106918238	60.62893081761006
41	hanseniaspora_vinae	12.904646553622547	644.6425897379432	0.3392704392803337	223	34.13977549004307	1.2766761095372994	37.41	27.378019586207948	83174	Saccharomycodaceae	Saccharomycodaceae	Hanseniaspora	0.1410675336560426	0.11272684789357901	0.0283406857624636	59.54635542831975	46.6417088746972	0.03531292710856645	0.14923023893415502	77.80401487695191	-0.11391731182558855	0.0283406857624636	0.3360143926410661	19.81942303457388	0.059004582599072965	16.340013212948683	0.047321199411225284	5.532926001357769	0.1393088797143226	0.12600894228012482	0.013299937434197773	37.03326544467074	31.50033944331297
42	hyphopichia_burtonii	10.11989433042065	514.0772200772202	0.3159409312350939	25	23.00935132718589	1.240115718418515	34.99	4.27647393283784	1853527	CUG-Ser1	Debaryomycetaceae	Hyphopichia	0.13708718539722795	0.1270206061813295	0.010066579215898458	52.265799634220684	42.14590530380004	0.11613532026010928	0.21775130948994104	39.89947983165149	-0.10161598922983177	0.010066579215898458	0.3500536800119217	16.92027117893614	0.040901290152866886	14.623523211456465	0.03362137279086133	5.273287143956889	0.12713459466380655	0.1133735076231433	0.013761087040663256	32.717474980754425	27.444187836797536
43	kazachstania_africana	9.841584158415834	547.8487128712871	0.3284009308166489	12	22.470920685674926	1.2430317848410757	36.29	18.755347130401358	1026673	Saccharomycetaceae	Saccharomycetaceae	Kazachstania	0.12229748459501524	0.09860698021862874	0.023690504376386482	50.33663366336636	40.4950495049505	0.10656157762376244	0.18793689029702887	31.206900510548266	-0.08137531267326653	0.023690504376386482	0.34221667196596883	11.742574257425735	0.03058999986150679	9.524752475247524	0.026782429999244826	7.38380809595202	0.11839406529721488	0.09557032390368081	0.022823741393534075	33.32083958020989	25.937031484257872
44	kazachstania_naganishii	12.507804370447447	515.381893860562	0.4238306614852477	13	40.40149221447824	1.5332741792369118	45.89	33.034417901658124	856010	Saccharomycetaceae	Saccharomycetaceae	Kazachstania	0.07770642422293564	0.049717947403892335	0.02798847681904331	35.962539021852244	23.45473465140479	-0.08104150197710734	-0.031730252445369415	16.63092369758263	-0.04931124953173792	0.02798847681904331	0.2927166811922787	15.005202913631635	0.03408616263561077	12.528616024973983	0.0281590450257694	4.282964388835417	0.07886354441997233	0.06595850189072106	0.012905042529251273	22.666025024061597	18.38306063522618
45	kluyveromyces_lactis	12.607274213322434	598.481610134859	0.3510923789200672	6	35.01556913277001	1.3025993133889162	38.76	27.79087152225441	1753957	Saccharomycetaceae	Saccharomycetaceae	Kluyveromyces	0.11853846224202448	0.09083749647870548	0.027700965763319	54.270535349407425	41.663261136085	0.06564964957090315	0.1430481195341235	36.55939927730304	-0.07739846996322035	0.027700965763319	0.3313640385800333	15.95831630568042	0.03929073461634788	14.548426644871268	0.03393228900389052	3.6593479707252143	0.09832866994281694	0.08881107562840129	0.00951759431441565	27.91084497671324	24.251497005988025
46	kluyveromyces_marxianus	20.338641402942955	617.2519653295708	0.35072002556190185	33	91.07738799461212	1.4902818270165208	40.09	82.57210464041835	1416405	Saccharomycetaceae	Saccharomycetaceae	Kluyveromyces	0.14792063290493368	0.09806406038036873	0.04985657252456495	61.82221326345496	41.483571860512	0.07888447369481957	0.12990599536383776	15.219674072535396	-0.05102152166901819	0.04985657252456495	0.3299449841434081	21.48760330578512	0.05334549320103352	18.081032049989922	0.0491286352963302	9.870967741935484	0.12428209118515386	0.09302460912854683	0.03125748205660703	33.96774193548387	24.096774193548388
